0|11.6619037896906|41.7252920900501|34.0147027033899|40.3112887414927|22.8035085019828|33.2415402771893|27.0185121722126|66.5281895139196|44.407206622349|
11.6619037896906|0|45.7930125674212|22.4722050542442|51.662365412358|29.1204395571221|32.2024843762092|18.3847763108502|55.4436651025164|38.2099463490856|
41.7252920900501|45.7930125674212|0|62.0966987850401|59.0084739677277|19.4164878389476|74.953318805774|64.007812023221|76.4002617796562|37.6961536499415|
34.0147027033899|22.4722050542442|62.0966987850401|0|73.0068489937759|49|37.6563407675255|15.52417469626|37.6961536499415|39.0512483795333|
40.3112887414927|51.662365412358|59.0084739677277|73.0068489937759|0|44.1474801092882|52.3450093132096|61.7170964968379|106.831643252362|80.529497701153|
22.8035085019828|29.1204395571221|19.4164878389476|49|44.1474801092882|0|55.9732078766261|47.4341649025257|72.069410986909|38.4187454245971|
33.2415402771893|32.2024843762092|74.953318805774|37.6563407675255|52.3450093132096|55.9732078766261|0|22.2036033111745|75|69.3757882838098|
27.0185121722126|18.3847763108502|64.007812023221|15.52417469626|61.7170964968379|47.4341649025257|22.2036033111745|0|53.1413210223457|49.6588360717405|
66.5281895139196|55.4436651025164|76.4002617796562|37.6961536499415|106.831643252362|72.069410986909|75|53.1413210223457|0|39.319206502675|
44.407206622349|38.2099463490856|37.6961536499415|39.0512483795333|80.529497701153|38.4187454245971|69.3757882838098|49.6588360717405|39.319206502675|0|
